detectorid,starttime,volume,speed,occupancy,status,dqflags
1345,2011-09-15 00:17:40-07,0,,0,0,0
1345,2011-09-15 00:18:00-07,1,49,0,3,0
1345,2011-09-15 00:18:20-07,0,,0,0,0
1345,2011-09-15 00:18:40-07,0,,0,0,0
1345,2011-09-15 00:19:00-07,0,,0,0,0
1345,2011-09-15 00:19:20-07,0,,0,0,0
1345,2011-09-15 00:19:40-07,0,,0,0,0
1345,2011-09-15 00:20:00-07,1,67,0,3,0
1345,2011-09-15 00:20:20-07,0,,0,0,0
1345,2011-09-15 00:20:40-07,0,,0,0,0
1345,2011-09-15 00:21:00-07,0,,0,0,0
1345,2011-09-15 00:21:20-07,0,,0,0,0
1345,2011-09-15 00:21:40-07,0,,0,0,0
1345,2011-09-15 00:22:00-07,0,,0,0,0
1345,2011-09-15 00:22:20-07,1,67,1,2,0
1345,2011-09-15 00:22:40-07,0,,0,0,0
1345,2011-09-15 00:23:00-07,0,,0,0,0
1345,2011-09-15 00:23:20-07,0,,0,0,0
1345,2011-09-15 00:23:40-07,1,63,1,2,0
1345,2011-09-15 00:24:00-07,0,,0,0,0
1345,2011-09-15 00:24:20-07,0,,0,0,0
1345,2011-09-15 00:24:40-07,1,40,0,3,0
1345,2011-09-15 00:25:00-07,0,,0,0,0
1345,2011-09-15 00:25:20-07,0,,0,0,0
1345,2011-09-15 00:25:40-07,0,,0,0,0
1345,2011-09-15 00:26:00-07,1,49,0,3,0
1345,2011-09-15 00:26:20-07,1,50,0,3,0
1345,2011-09-15 00:26:40-07,1,67,0,3,0
1345,2011-09-15 00:27:00-07,1,66,1,2,0
1345,2011-09-15 00:27:20-07,0,,0,0,0
1345,2011-09-15 00:27:40-07,0,,0,0,0
1345,2011-09-15 00:28:00-07,0,,0,0,0
1345,2011-09-15 00:28:20-07,0,,0,0,0
1345,2011-09-15 00:28:40-07,0,,0,0,0
1345,2011-09-15 00:29:00-07,1,62,0,3,0
1345,2011-09-15 00:29:20-07,0,,0,0,0
1345,2011-09-15 00:29:40-07,0,,0,0,0
1345,2011-09-15 00:30:00-07,0,,0,0,0
1345,2011-09-15 00:30:20-07,0,,0,0,0
1345,2011-09-15 00:30:40-07,1,62,1,2,0
1345,2011-09-15 00:31:00-07,0,,0,0,0
1345,2011-09-15 00:31:20-07,1,63,1,2,0
1345,2011-09-15 00:31:40-07,0,,0,0,0
1345,2011-09-15 00:32:00-07,0,,0,0,0
1345,2011-09-15 00:32:20-07,0,,0,0,0
1345,2011-09-15 00:32:40-07,0,,0,0,0
1345,2011-09-15 00:33:00-07,1,105,0,3,4
1345,2011-09-15 00:33:20-07,0,,0,0,0
1345,2011-09-15 00:33:40-07,0,,0,0,0
1345,2011-09-15 00:34:00-07,0,,0,0,0
1345,2011-09-15 00:34:20-07,0,,0,0,0
1345,2011-09-15 00:34:40-07,0,,0,0,0
1345,2011-09-15 00:35:00-07,0,,0,0,0
1345,2011-09-15 00:35:20-07,1,44,0,3,0
1345,2011-09-15 00:35:40-07,0,,0,0,0
1345,2011-09-15 00:36:00-07,1,67,0,3,0
1345,2011-09-15 00:36:20-07,0,,0,0,0
1345,2011-09-15 00:36:40-07,0,,0,0,0
1345,2011-09-15 00:37:00-07,0,,0,0,0
1345,2011-09-15 00:37:20-07,1,67,0,3,0
1345,2011-09-15 00:37:40-07,1,0,0,3,24
1345,2011-09-15 00:38:00-07,0,,0,0,0
1345,2011-09-15 00:38:20-07,0,,0,0,0
1345,2011-09-15 00:38:40-07,0,,0,0,0
1345,2011-09-15 00:39:00-07,0,,0,0,0
1345,2011-09-15 00:39:20-07,0,,0,0,0
1345,2011-09-15 00:39:40-07,1,67,1,2,0
1345,2011-09-15 00:40:00-07,0,,0,0,0
1345,2011-09-15 00:40:20-07,0,,0,0,0
1345,2011-09-15 00:40:40-07,0,,0,0,0
1345,2011-09-15 00:41:00-07,0,,0,0,0
1345,2011-09-15 00:41:20-07,0,,0,0,0
1345,2011-09-15 00:41:40-07,0,,0,0,0
1345,2011-09-15 00:42:00-07,0,,0,0,0
1345,2011-09-15 00:42:20-07,0,,0,0,0
1345,2011-09-15 00:42:40-07,1,68,0,3,0
1345,2011-09-15 00:43:00-07,0,,0,0,0
1345,2011-09-15 00:43:20-07,0,,0,0,0
1345,2011-09-15 00:43:40-07,0,,0,0,0
1345,2011-09-15 00:44:00-07,1,67,0,3,0
1345,2011-09-15 00:44:20-07,3,67,2,2,0
1345,2011-09-15 00:44:40-07,1,67,0,3,0
1345,2011-09-15 00:45:00-07,0,,0,0,0
1345,2011-09-15 00:45:20-07,0,,0,0,0
1345,2011-09-15 00:45:40-07,0,,0,0,0
1345,2011-09-15 00:46:00-07,0,,0,0,0
1345,2011-09-15 00:46:20-07,0,,0,0,0
1345,2011-09-15 00:46:40-07,0,,0,0,0
1345,2011-09-15 00:47:00-07,0,,0,0,0
1345,2011-09-15 00:47:20-07,0,,0,0,0
1345,2011-09-15 00:47:40-07,0,,0,0,0
1345,2011-09-15 00:48:00-07,0,,0,0,0
1345,2011-09-15 00:48:20-07,0,,0,0,0
1345,2011-09-15 00:48:40-07,0,,0,0,0
1345,2011-09-15 00:49:00-07,0,,0,0,0
1345,2011-09-15 00:49:20-07,0,,0,0,0
1345,2011-09-15 00:49:40-07,0,,0,0,0
1345,2011-09-15 00:50:00-07,0,,0,0,0
1345,2011-09-15 00:50:20-07,0,,0,0,0
1345,2011-09-15 00:50:40-07,0,,0,0,0
1345,2011-09-15 00:51:00-07,0,,0,0,0
1345,2011-09-15 00:51:20-07,0,,0,0,0
1345,2011-09-15 00:51:40-07,1,63,1,2,0
1345,2011-09-15 00:52:00-07,0,,0,0,0
1345,2011-09-15 00:52:20-07,0,,0,0,0
1345,2011-09-15 00:52:40-07,0,,0,0,0
1345,2011-09-15 00:53:00-07,0,,0,0,0
1345,2011-09-15 00:53:20-07,0,,0,0,0
1345,2011-09-15 00:53:40-07,1,63,1,2,0
1345,2011-09-15 00:54:00-07,0,,0,0,0
1345,2011-09-15 00:54:20-07,0,,0,0,0
1345,2011-09-15 00:54:40-07,0,,0,0,0
1345,2011-09-15 00:55:00-07,2,83,1,2,0
1345,2011-09-15 00:55:20-07,0,,0,0,0
1345,2011-09-15 00:55:40-07,0,,0,0,0
1345,2011-09-15 00:56:00-07,0,,0,0,0
1345,2011-09-15 00:56:20-07,0,,0,0,0
1345,2011-09-15 00:56:40-07,0,,0,0,0
1345,2011-09-15 00:57:00-07,0,,0,0,0
1345,2011-09-15 00:57:20-07,0,,0,0,0
1345,2011-09-15 00:57:40-07,0,,0,0,0
1345,2011-09-15 00:58:00-07,0,,0,0,0
1345,2011-09-15 00:58:20-07,0,,0,0,0
1345,2011-09-15 00:58:40-07,0,,0,0,0
1345,2011-09-15 00:59:00-07,0,,0,0,0
1345,2011-09-15 00:59:20-07,1,68,0,3,0
1345,2011-09-15 00:59:40-07,1,50,2,2,0
1345,2011-09-15 01:00:00-07,0,,0,0,0
1345,2011-09-15 01:00:20-07,0,,0,0,0
1345,2011-09-15 01:00:40-07,0,,0,0,0
1345,2011-09-15 01:01:00-07,0,,0,0,0
1345,2011-09-15 01:01:20-07,0,,0,0,0
1345,2011-09-15 01:01:40-07,0,,0,0,0
1345,2011-09-15 01:02:00-07,0,,0,0,0
1345,2011-09-15 01:02:20-07,0,,0,0,0
1345,2011-09-15 01:02:40-07,0,,0,0,0
1345,2011-09-15 01:03:00-07,1,64,1,2,0
1345,2011-09-15 01:03:20-07,1,67,0,3,0
1345,2011-09-15 01:03:40-07,0,,0,0,0
1345,2011-09-15 01:04:00-07,0,,0,0,0
1345,2011-09-15 01:04:20-07,0,,0,0,0
1345,2011-09-15 01:04:40-07,0,,0,0,0
1345,2011-09-15 01:05:00-07,0,,0,0,0
1345,2011-09-15 01:05:20-07,0,,0,0,0
1345,2011-09-15 01:05:40-07,0,,0,0,0
1345,2011-09-15 01:06:00-07,0,,0,0,0
1345,2011-09-15 01:06:20-07,0,,0,0,0
1345,2011-09-15 01:06:40-07,0,,0,0,0
1345,2011-09-15 01:07:00-07,0,,0,0,0
1345,2011-09-15 01:07:20-07,0,,0,0,0
1345,2011-09-15 01:07:40-07,0,,0,0,0
1345,2011-09-15 01:08:00-07,0,,0,0,0
1345,2011-09-15 01:08:20-07,0,,0,0,0
1345,2011-09-15 01:08:40-07,0,,0,0,0
1345,2011-09-15 01:09:00-07,0,,0,0,0
1345,2011-09-15 01:09:20-07,1,49,0,3,0
1345,2011-09-15 01:09:40-07,0,,0,0,0
1345,2011-09-15 01:10:00-07,0,,0,0,0
1345,2011-09-15 01:10:20-07,0,,0,0,0
1345,2011-09-15 01:10:40-07,0,,0,0,0
1345,2011-09-15 01:11:00-07,1,63,0,3,0
1345,2011-09-15 01:11:20-07,0,,0,0,0
1345,2011-09-15 01:11:40-07,0,,0,0,0
1345,2011-09-15 01:12:00-07,0,,0,0,0
1345,2011-09-15 01:12:20-07,0,,0,0,0
1345,2011-09-15 01:12:40-07,0,,0,0,0
1345,2011-09-15 01:13:00-07,0,,0,0,0
1345,2011-09-15 01:13:20-07,0,,0,0,0
1345,2011-09-15 01:13:40-07,0,,0,0,0
1345,2011-09-15 01:14:00-07,0,,0,0,0
1345,2011-09-15 01:14:20-07,0,,0,0,0
1345,2011-09-15 01:14:40-07,1,102,0,3,4
1345,2011-09-15 01:15:00-07,0,,0,0,0
1345,2011-09-15 01:15:20-07,0,,0,0,0
1345,2011-09-15 01:15:40-07,0,,0,0,0
1345,2011-09-15 01:16:00-07,0,,0,0,0
1345,2011-09-15 01:16:20-07,0,,0,0,0
1345,2011-09-15 01:16:40-07,0,,0,0,0
1345,2011-09-15 01:17:00-07,0,,0,0,0
1345,2011-09-15 01:17:20-07,0,,0,0,0
1345,2011-09-15 01:17:40-07,0,,0,0,0
1345,2011-09-15 01:18:00-07,0,,0,0,0
1345,2011-09-15 01:18:20-07,1,63,0,3,0
1345,2011-09-15 01:18:40-07,0,,0,0,0
1345,2011-09-15 01:19:00-07,1,65,1,2,0
1345,2011-09-15 01:19:20-07,0,,0,0,0
1345,2011-09-15 01:19:40-07,1,62,1,2,0
1345,2011-09-15 01:20:00-07,1,49,0,3,0
1345,2011-09-15 01:20:20-07,0,,0,0,0
1345,2011-09-15 01:20:40-07,0,,0,0,0
1345,2011-09-15 01:21:00-07,2,66,2,2,0
1345,2011-09-15 01:21:20-07,0,,0,0,0
1345,2011-09-15 01:21:40-07,0,,0,0,0
1345,2011-09-15 01:22:00-07,0,,0,0,0
1345,2011-09-15 01:22:20-07,0,,0,0,0
1345,2011-09-15 01:22:40-07,0,,0,0,0
1345,2011-09-15 01:23:00-07,1,67,0,3,0
1345,2011-09-15 01:23:20-07,0,,0,0,0
1345,2011-09-15 01:23:40-07,0,,0,0,0
1345,2011-09-15 01:24:00-07,0,,0,0,0
1345,2011-09-15 01:24:20-07,0,,0,0,0
1345,2011-09-15 01:24:40-07,0,,0,0,0
1345,2011-09-15 01:25:00-07,0,,0,0,0
1345,2011-09-15 01:25:20-07,0,,0,0,0
1345,2011-09-15 01:25:40-07,0,,0,0,0
1345,2011-09-15 01:26:00-07,0,,0,0,0
1345,2011-09-15 01:26:20-07,0,,0,0,0
1345,2011-09-15 01:26:40-07,0,,0,0,0
1345,2011-09-15 01:27:00-07,0,,0,0,0
1345,2011-09-15 01:27:20-07,0,,0,0,0
1345,2011-09-15 01:27:40-07,0,,0,0,0
1345,2011-09-15 01:28:00-07,0,,0,0,0
1345,2011-09-15 01:28:20-07,0,,0,0,0
1345,2011-09-15 01:28:40-07,0,,0,0,0
1345,2011-09-15 01:29:00-07,0,,0,0,0
1345,2011-09-15 01:29:20-07,0,,0,0,0
1345,2011-09-15 01:29:40-07,0,,0,0,0
1345,2011-09-15 01:30:00-07,0,,0,0,0
1345,2011-09-15 01:30:20-07,0,,0,0,0
1345,2011-09-15 01:30:40-07,0,,0,0,0
1345,2011-09-15 01:31:00-07,0,,0,0,0
1345,2011-09-15 01:31:20-07,0,,0,0,0
1345,2011-09-15 01:31:40-07,0,,0,0,0
1345,2011-09-15 01:32:00-07,0,,0,0,0
1345,2011-09-15 01:32:20-07,0,,0,0,0
1345,2011-09-15 01:32:40-07,0,,0,0,0
1345,2011-09-15 01:33:00-07,0,,0,0,0
1345,2011-09-15 01:33:20-07,0,,0,0,0
1345,2011-09-15 01:33:40-07,0,,0,0,0
1345,2011-09-15 01:34:00-07,0,,0,0,0
1345,2011-09-15 01:34:20-07,0,,0,0,0
1345,2011-09-15 01:34:40-07,0,,0,0,0
1345,2011-09-15 01:35:00-07,0,,0,0,0
1345,2011-09-15 01:35:20-07,0,,0,0,0
1345,2011-09-15 01:35:40-07,0,,0,0,0
1345,2011-09-15 01:36:00-07,0,,0,0,0
1345,2011-09-15 01:36:20-07,0,,0,0,0
1345,2011-09-15 01:36:40-07,1,63,1,2,0
1345,2011-09-15 01:37:00-07,0,,0,0,0
1345,2011-09-15 01:37:20-07,0,,0,0,0
1345,2011-09-15 01:37:40-07,0,,0,0,0
1345,2011-09-15 01:38:00-07,1,94,0,3,0
1345,2011-09-15 01:38:20-07,0,,0,0,0
1345,2011-09-15 01:38:40-07,0,,0,0,0
1345,2011-09-15 01:39:00-07,0,,0,0,0
1345,2011-09-15 01:39:20-07,1,67,1,2,0
1345,2011-09-15 01:39:40-07,0,,0,0,0
1345,2011-09-15 01:40:00-07,0,,0,0,0
1345,2011-09-15 01:40:20-07,0,,0,0,0
1345,2011-09-15 01:40:40-07,1,67,0,3,0
1345,2011-09-15 01:41:00-07,0,,0,0,0
1345,2011-09-15 01:41:20-07,0,,0,0,0
1345,2011-09-15 01:41:40-07,0,,0,0,0
1345,2011-09-15 01:42:00-07,0,,0,0,0
1345,2011-09-15 01:42:20-07,1,103,0,3,4
1345,2011-09-15 01:42:40-07,0,,0,0,0
1345,2011-09-15 01:43:00-07,0,,0,0,0
1345,2011-09-15 01:43:20-07,0,,0,0,0
1345,2011-09-15 01:43:40-07,0,,0,0,0
1345,2011-09-15 01:44:00-07,0,,0,0,0
1345,2011-09-15 01:44:20-07,0,,0,0,0
1345,2011-09-15 01:44:40-07,0,,0,0,0
1345,2011-09-15 01:45:00-07,0,,0,0,0
1345,2011-09-15 01:45:20-07,0,,0,0,0
1345,2011-09-15 01:45:40-07,0,,0,0,0
1345,2011-09-15 01:46:00-07,0,,0,0,0
1345,2011-09-15 01:46:20-07,0,,0,0,0
1345,2011-09-15 01:46:40-07,0,,0,0,0
1345,2011-09-15 01:47:00-07,0,,0,0,0
1345,2011-09-15 01:47:20-07,1,67,1,2,0
1345,2011-09-15 01:47:40-07,0,,0,0,0
1345,2011-09-15 01:48:00-07,0,,0,0,0
1345,2011-09-15 01:48:20-07,0,,0,0,0
1345,2011-09-15 01:48:40-07,0,,0,0,0
1345,2011-09-15 01:49:00-07,0,,0,0,0
1345,2011-09-15 01:49:20-07,0,,0,0,0
1345,2011-09-15 01:49:40-07,0,,0,0,0
1345,2011-09-15 01:50:00-07,0,,0,0,0
1345,2011-09-15 01:50:20-07,0,,0,0,0
1345,2011-09-15 01:50:40-07,1,67,0,3,0
1345,2011-09-15 01:51:00-07,0,,0,0,0
1345,2011-09-15 01:51:20-07,0,,0,0,0
1345,2011-09-15 01:51:40-07,0,,0,0,0
1345,2011-09-15 01:52:00-07,0,,0,0,0
1345,2011-09-15 01:52:20-07,1,63,1,2,0
1345,2011-09-15 01:52:40-07,0,,0,0,0
1345,2011-09-15 01:53:00-07,0,,0,0,0
1345,2011-09-15 01:53:20-07,0,,0,0,0
1345,2011-09-15 01:53:40-07,0,,0,0,0
1345,2011-09-15 01:54:00-07,0,,0,0,0
1345,2011-09-15 01:54:20-07,1,67,0,3,0
1345,2011-09-15 01:54:40-07,0,,0,0,0
1345,2011-09-15 01:55:00-07,0,,0,0,0
1345,2011-09-15 01:55:20-07,0,,0,0,0
1345,2011-09-15 01:55:40-07,2,57,1,2,0
1345,2011-09-15 01:56:00-07,0,,0,0,0
1345,2011-09-15 01:56:20-07,0,,0,0,0
1345,2011-09-15 01:56:40-07,0,,0,0,0
1345,2011-09-15 01:57:00-07,1,67,0,3,0
1345,2011-09-15 01:57:20-07,0,,0,0,0
1345,2011-09-15 01:57:40-07,0,,0,0,0
1345,2011-09-15 01:58:00-07,0,,0,0,0
1345,2011-09-15 01:58:20-07,0,,0,0,0
1345,2011-09-15 01:58:40-07,0,,0,0,0
1345,2011-09-15 01:59:00-07,0,,0,0,0
1345,2011-09-15 01:59:20-07,0,,0,0,0
1345,2011-09-15 01:59:40-07,0,,0,0,0
1345,2011-09-15 02:00:00-07,0,,0,0,0
1345,2011-09-15 02:00:20-07,0,,0,0,0
1345,2011-09-15 02:00:40-07,0,,0,0,0
1345,2011-09-15 02:01:00-07,0,,0,0,0
1345,2011-09-15 02:01:20-07,1,60,1,2,0
1345,2011-09-15 02:01:40-07,0,,0,0,0
1345,2011-09-15 02:02:00-07,1,49,1,2,0
1345,2011-09-15 02:02:20-07,0,,0,0,0
1345,2011-09-15 02:02:40-07,1,49,0,3,0
1345,2011-09-15 02:03:00-07,0,,0,0,0
1345,2011-09-15 02:03:20-07,0,,0,0,0
1345,2011-09-15 02:03:40-07,0,,0,0,0
1345,2011-09-15 02:04:00-07,0,,0,0,0
1345,2011-09-15 02:04:20-07,0,,0,0,0
1345,2011-09-15 02:04:40-07,0,,0,0,0
1345,2011-09-15 02:05:00-07,0,,0,0,0
1345,2011-09-15 02:05:20-07,0,,0,0,0
1345,2011-09-15 02:05:40-07,1,63,1,2,0
1345,2011-09-15 02:06:00-07,0,,0,0,0
1345,2011-09-15 02:06:20-07,0,,0,0,0
1345,2011-09-15 02:06:40-07,0,,0,0,0
1345,2011-09-15 02:07:00-07,0,,0,0,0
1345,2011-09-15 02:07:20-07,1,94,0,3,0
1345,2011-09-15 02:07:40-07,1,67,1,2,0
1345,2011-09-15 02:08:00-07,0,,0,0,0
1345,2011-09-15 02:08:20-07,0,,0,0,0
1345,2011-09-15 02:08:40-07,0,,0,0,0
1345,2011-09-15 02:09:00-07,0,,0,0,0
1345,2011-09-15 02:09:20-07,0,,0,0,0
1345,2011-09-15 02:09:40-07,0,,0,0,0
1345,2011-09-15 02:10:00-07,0,,0,0,0
1345,2011-09-15 02:10:20-07,2,59,1,2,0
1345,2011-09-15 02:10:40-07,0,,0,0,0
1345,2011-09-15 02:11:00-07,0,,0,0,0
1345,2011-09-15 02:11:20-07,0,,0,0,0
1345,2011-09-15 02:11:40-07,1,68,0,3,0
1345,2011-09-15 02:12:00-07,0,,0,0,0
1345,2011-09-15 02:12:20-07,0,,0,0,0
1345,2011-09-15 02:12:40-07,0,,0,0,0
1345,2011-09-15 02:13:00-07,0,,0,0,0
1345,2011-09-15 02:13:20-07,1,63,1,2,0
1345,2011-09-15 02:13:40-07,0,,0,0,0
1345,2011-09-15 02:14:00-07,0,,0,0,0
1345,2011-09-15 02:14:20-07,1,62,1,2,0
1345,2011-09-15 02:14:40-07,0,,0,0,0
1345,2011-09-15 02:15:00-07,0,,0,0,0
1345,2011-09-15 02:15:20-07,0,,0,0,0
1345,2011-09-15 02:15:40-07,0,,0,0,0
1345,2011-09-15 02:16:00-07,0,,0,0,0
1345,2011-09-15 02:16:20-07,0,,0,0,0
1345,2011-09-15 02:16:40-07,0,,0,0,0
1345,2011-09-15 02:17:00-07,0,,0,0,0
1345,2011-09-15 02:17:20-07,0,,0,0,0
1345,2011-09-15 02:17:40-07,0,,0,0,0
1345,2011-09-15 02:18:00-07,0,,0,0,0
1345,2011-09-15 02:18:20-07,0,,0,0,0
1345,2011-09-15 02:18:40-07,0,,0,0,0
1345,2011-09-15 02:19:00-07,0,,0,0,0
1345,2011-09-15 02:19:20-07,0,,0,0,0
1345,2011-09-15 02:19:40-07,0,,0,0,0
1345,2011-09-15 02:20:00-07,0,,0,0,0
1345,2011-09-15 02:20:20-07,0,,0,0,0
1345,2011-09-15 02:20:40-07,0,,0,0,0
1345,2011-09-15 02:21:00-07,0,,0,0,0
1345,2011-09-15 02:21:20-07,0,,0,0,0
1345,2011-09-15 02:21:40-07,0,,0,0,0
1345,2011-09-15 02:22:00-07,0,,0,0,0
1345,2011-09-15 02:22:20-07,0,,0,0,0
1345,2011-09-15 02:22:40-07,0,,0,0,0
1345,2011-09-15 02:23:00-07,1,49,0,3,0
1345,2011-09-15 02:23:20-07,0,,0,0,0
1345,2011-09-15 02:23:40-07,0,,0,0,0
1345,2011-09-15 02:24:00-07,0,,0,0,0
1345,2011-09-15 02:24:20-07,0,,0,0,0
1345,2011-09-15 02:24:40-07,0,,0,0,0
1345,2011-09-15 02:25:00-07,0,,0,0,0
1345,2011-09-15 02:25:20-07,0,,0,0,0
1345,2011-09-15 02:25:40-07,0,,0,0,0
1345,2011-09-15 02:26:00-07,0,,0,0,0
1345,2011-09-15 02:26:20-07,0,,0,0,0
1345,2011-09-15 02:26:40-07,0,,0,0,0
1345,2011-09-15 02:27:00-07,0,,0,0,0
1345,2011-09-15 02:27:20-07,0,,0,0,0
1345,2011-09-15 02:27:40-07,0,,0,0,0
1345,2011-09-15 02:28:00-07,0,,0,0,0
1345,2011-09-15 02:28:20-07,0,,0,0,0
1345,2011-09-15 02:28:40-07,0,,0,0,0
1345,2011-09-15 02:29:00-07,1,67,1,2,0
1345,2011-09-15 02:29:20-07,0,,0,0,0
1345,2011-09-15 02:29:40-07,1,67,1,2,0
1345,2011-09-15 02:30:00-07,1,66,0,3,0
1345,2011-09-15 02:30:20-07,0,,0,0,0
1345,2011-09-15 02:30:40-07,0,,0,0,0
1345,2011-09-15 02:31:00-07,0,,0,0,0
1345,2011-09-15 02:31:20-07,0,,0,0,0
1345,2011-09-15 02:31:40-07,0,,0,0,0
1345,2011-09-15 02:32:00-07,0,,0,0,0
1345,2011-09-15 02:32:20-07,0,,0,0,0
1345,2011-09-15 02:32:40-07,0,,0,0,0
1345,2011-09-15 02:33:00-07,0,,0,0,0
1345,2011-09-15 02:33:20-07,0,,0,0,0
1345,2011-09-15 02:33:40-07,1,67,1,2,0
1345,2011-09-15 02:34:00-07,0,,0,0,0
1345,2011-09-15 02:34:20-07,0,,0,0,0
1345,2011-09-15 02:34:40-07,0,,0,0,0
1345,2011-09-15 02:35:00-07,0,,0,0,0
1345,2011-09-15 02:35:20-07,0,,0,0,0
1345,2011-09-15 02:35:40-07,0,,0,0,0
1345,2011-09-15 02:36:00-07,0,,0,0,0
1345,2011-09-15 02:36:20-07,0,,0,0,0
1345,2011-09-15 02:36:40-07,0,,0,0,0
1345,2011-09-15 02:37:00-07,1,63,0,3,0
1345,2011-09-15 02:37:20-07,0,,0,0,0
1345,2011-09-15 02:37:40-07,1,67,1,2,0
1345,2011-09-15 02:38:00-07,0,,0,0,0
1345,2011-09-15 02:38:20-07,0,,0,0,0
1345,2011-09-15 02:38:40-07,0,,0,0,0
1345,2011-09-15 02:39:00-07,0,,0,0,0
1345,2011-09-15 02:39:20-07,0,,0,0,0
1345,2011-09-15 02:39:40-07,0,,0,0,0
1345,2011-09-15 02:40:00-07,0,,0,0,0
1345,2011-09-15 02:40:20-07,0,,0,0,0
1345,2011-09-15 02:40:40-07,0,,0,0,0
1345,2011-09-15 02:41:00-07,0,,0,0,0
1345,2011-09-15 02:41:20-07,0,,0,0,0
1345,2011-09-15 02:41:40-07,0,,0,0,0
1345,2011-09-15 02:42:00-07,0,,0,0,0
1345,2011-09-15 02:42:20-07,0,,0,0,0
1345,2011-09-15 02:42:40-07,0,,0,0,0
1345,2011-09-15 02:43:00-07,0,,0,0,0
1345,2011-09-15 02:43:20-07,0,,0,0,0
1345,2011-09-15 02:43:40-07,0,,0,0,0
1345,2011-09-15 02:44:00-07,0,,0,0,0
1345,2011-09-15 02:44:20-07,1,67,0,3,0
1345,2011-09-15 02:44:40-07,0,,0,0,0
1345,2011-09-15 02:45:00-07,0,,0,0,0
1345,2011-09-15 02:45:20-07,0,,0,0,0
1345,2011-09-15 02:45:40-07,0,,0,0,0
1345,2011-09-15 02:46:00-07,0,,0,0,0
1345,2011-09-15 02:46:20-07,0,,0,0,0
1345,2011-09-15 02:46:40-07,0,,0,0,0
1345,2011-09-15 02:47:00-07,0,,0,0,0
1345,2011-09-15 02:47:20-07,0,,0,0,0
1345,2011-09-15 02:47:40-07,0,,0,0,0
1345,2011-09-15 02:48:00-07,0,,0,0,0
1345,2011-09-15 02:48:20-07,0,,0,0,0
1345,2011-09-15 02:48:40-07,0,,0,0,0
1345,2011-09-15 02:49:00-07,1,66,1,2,0
1345,2011-09-15 02:49:20-07,0,,0,0,0
1345,2011-09-15 02:49:40-07,0,,0,0,0
1345,2011-09-15 02:50:00-07,0,,0,0,0
1345,2011-09-15 02:50:20-07,0,,0,0,0
1345,2011-09-15 02:50:40-07,0,,0,0,0
